locality,country,stateprovince,county,uuid
1 mi n squaw creek ranger station,united states,california,shasta county,b55edb11-8745-45a1-9ef3-af95a8425b0d
fra cristobal mtns.;  armendaris ranch; scenic spr.; e shore of elephant butte reservoir,united states,new mexico,sierra county,2c0ea60f-a5ac-4c40-9544-cdd75dac8af8
bell canyon starr ranch audobon sanctuary,united states,california,orange county,2c3c718d-5c45-48dc-843c-ba9ebdb44ff7
"buck creek, [8 mi se new pine creek, lake county oregon]",united states,california,modoc county,0c50ef86-fb54-426a-8c71-a839992aab8a
telephone draw,united states,colorado,montrose county,1a7ee4cb-3bfc-41ed-8f7e-53f8cc29e791
cottonwood creek,united states,colorado,montrose county,b82d350d-0e0e-4576-abae-b6be2a46aee2
spring creek,united states,colorado,ouray county,7dde1912-3ae6-4eee-8bf5-f748d9b43120
lower horsefly canyon,united states,colorado,ouray county,04188ddc-5022-466d-9a4f-146a6fc08f8e
dolores creek,united states,colorado,ouray county,86bf5f48-c5a2-42a8-844b-1b9094bca319
moore creek,united states,colorado,montrose county,708e4ec7-8bc6-41f4-a83d-3830a1e28015
sheef canyon,united states,utah,carbon,f51f370a-f419-4240-8699-cbbc905eb52f
timber canyon,united states,utah,sanpete county,b2b44879-26a5-4417-af2c-b6640915269b
"spanish fork canyon, 6 mi se thistle",united states,utah,utah county,36d2f98d-f34e-4b3f-8fb5-4639eac9d71d
head of lost creek,united states,utah,morgan county,e59449b5-7733-45bf-aac6-d489ae4404a6
del norte mts,united states,texas,brewster,9bcc8a09-db17-4f77-b83c-c4061e2dad67
"big oak flat rd., 0.5 km s crane flat lookout, 1.2 km ene merced grove of big trees, yosemite national park",united states,california,mariposa county,f5a8a146-e624-40b2-87e6-0e1b3017d7f9
w slope rincon mts.,united states,arizona,pima,a882f5cf-c9d8-4eb9-a0ce-982bcec2b5aa
diamond mts.,united states,nevada,eureka county,fb874c7d-0cd7-4fdc-bb7e-35a6e8bda223
"san jacinto mountains, 5000'",united states,california,riverside county,ec206f57-0945-46c7-a0b6-8935628e1fd2
"santa inés, 4 km ene",mexico,queretaro de arteaga,landa de matamoros,d6bd58da-0ba1-4f03-a199-0511ee1fab26
xpujil,mexico,campeche,calakmul,fc57a8aa-1429-49b8-a4b7-7f7679398189
goleta; tejijiuas ranch,united states,california,santa barbara,ac2ab6e1-6687-404a-9c7a-fe6fe6ba36d6
burnt ranch,united states,california,trinity county,552fe7d4-8549-45cc-8950-1844cebacc8a
n fork orestimba creek,united states,california,stanislaus county,796412b5-75bb-4bc9-b434-4a1904a44cd3
w slope rincon mts.,united states,arizona,pima,1118ebe1-5d09-4e2f-be09-ad238eb6d9c9
near fillmore,united states,utah,millard county,6f49e11b-4878-4e4e-9694-a10e56599e44
park valley,united states,utah,box elder county,1150a5a4-fcb5-48fd-8405-fbe805ba5334
park valley,united states,utah,box elder county,5c6d94f0-c8c5-4176-9a0b-c64fd004e312
no specific locality recorded,united states,utah,uintah county,cc30b5e3-8858-49dd-8c4d-0cefaf6cd960
"corn creek area, 7 mi se kanosh",united states,utah,millard county,da66c25e-311f-43ff-b2b3-8e994e7b49a0
"""la boyanco,"" angol",chile,la araucanía,malleco,cc182283-98d9-48ca-a87d-657cd4b2bc06
hansan ranch,united states,california,kern,2ec5104d-4406-4c62-9313-31d6d9aa303c
"sunnyside canyon, huachuca mts.",united states,arizona,cochise county,56f32a9f-f4bd-451c-88e9-44f499dac5c2
"hwy. 89, near old station",united states,california,shasta county,13bd1bd5-e308-481c-9646-5edc9d196f73
8 mi. w la pesca,mexico,tamaulipas,,46568ebc-ce75-4946-99a9-a27f40f3039e
"littleton, south deer creek canyon road and south murphy gulch road",united states,colorado,jefferson county,aa1b7883-4688-45a1-a8cc-d89d72eeec57
rancho sisquoa; long canyon,united states,california,santa barbara,822a1ad2-57ae-4b0a-b96a-24ed2bde4a28
sheef canyon,united states,utah,carbon,5fe98f37-170c-4120-bb8b-958d47430e69
healy creek,canada,alberta,census division 15,6fda1add-82a6-485d-9122-6ef3aa505a52
rincon mts.,united states,arizona,pima,e3e92294-2cc7-4307-b641-a9c7979391d5
"santa catalina mtns., catalina highway, milepost 16, 2-3 months, road kill",united states,arizona,pima,fc0c2a32-6466-4947-9fb5-6da877394d0c
park valley,united states,utah,box elder county,2213f700-7621-4270-b6c9-fa52943c522d
eightmile creek,united states,utah,millard county,cfb445fe-3daf-4389-9faf-157d7ddc1961
ne of parowan,united states,utah,iron county,0b2f058c-0470-48c1-aea3-af410f76f23b
one-eye lake,canada,british columbia,,904393e9-29e0-459e-87c9-f2842132c7c8
"indian creek, schell creek range",united states,nevada,white pine county,186f682a-bc18-4a96-a8cf-2b4aa88b4128
hnesson mt.,united states,nevada,white pine county,19c2061a-a709-4dee-ae04-bc15d6fb8b60
hastings natural history reservation,united states,california,monterey county,4f0e03c4-46b5-4365-8b2a-deed980f6478
los angeles ?,united states,california,los angeles county,4f6366ee-0ba4-4da5-ac9f-6f464fc1336a
tranicura,chile,la araucanía,los sauces,e339db94-3e75-4fce-955b-a6f7a3fd2f45
"""la boyanco,"" angol",chile,la araucanía,malleco,cc7f7092-510d-4e56-9366-1a4483abbb3b
2 mi s of w end long valley,united states,california,lake county,715af79b-5315-4cee-b6a3-d7b3cf1ac8c7
"mankins flat, near kaweah",united states,california,tulare county,72da1891-cfbe-4a86-93b7-b310fb739f9c
"cottonwood, ward mts.",united states,nevada,white pine county,670d010a-2ae3-49bc-8ca9-53d4a1280b4f
"cave creek, chiricahua mts.",united states,arizona,cochise county,2d1e7e3f-cbc4-4ea8-aed6-001c00a61966
"stillwater creek, e of redding municipal airport",united states,california,shasta county,adfaaf2b-3b1a-4eb5-934a-bbec8eb0e8e8
los angeles ?,united states,california,los angeles county,16518932-aa8e-4ff4-8da8-933ad2a2e423
,,,,428918b8-9c3c-4fd8-9e0a-261f857fde6a
"littleton, south deer creek canyon road and south murphy gulch road",united states,colorado,jefferson county,b26c2d07-fbc6-44aa-9cb3-8129cea75a45
park valley,united states,utah,box elder county,255102cc-012c-4660-94aa-27bb39b4a83d
park valley,united states,utah,box elder county,ff615363-2093-499b-b890-f520d6923771
no specific locality recorded,united states,utah,carbon county,0c553107-d6a4-4e68-8e1a-0d833e36ef5c
joe's valley,united states,utah,emery county,7df7f07f-c228-4536-86c5-25afacb304c5
"metaline falls, pend oreille co., washington",united states,washington,pend oreille,1b97b8e3-4131-4e11-84d0-417c1b558bf2
shingletown,united states,california,shasta county,70af71be-380c-4fcf-a447-9b24fb4d1a7d
no specific locality recorded,united states,california,amador county,7370d82d-b7f0-4c4b-a9e0-21077fd7ceeb
devona,canada,alberta,census division 15,6f12cf85-903c-4939-902d-947186f5e6e6
2 mi s of w end long valley,united states,california,lake county,e8a59aac-5d9a-4dc0-81de-da3733c7236d
"big creek, graham mts.",united states,arizona,graham county,d35c24aa-2c66-41a3-ba26-5f9fa0fa1439
park valley,united states,utah,box elder county,908f0013-26c6-441a-821f-3dfedfedfe5c
golden gate state park,united states,colorado,gilpin county,095b86fa-4f0a-4f73-b2aa-6f80db9f9c11
"sierra ladrones, canyon del alamito near sevilleta national wildlife refuge boundary",united states,new mexico,socorro county,6cafd866-5e28-4925-823f-8c73e7d7ac14
sheef canyon,united states,utah,carbon,17dac83b-495d-4c88-966a-0c3fa722e041
region of strawberry valley,united states,california,yuba county,ca2f4ca1-7f19-4544-bdec-04b69f6f3d80
whiskey creek,united states,california,shasta county,e16ab95d-5033-4bd7-8329-68eca834fd44
"fool creek area, wildhorse canyon.",united states,utah,millard,0515ef33-c7b7-469e-a63c-240c7a604448
"fish creek, 10 mi se cove fort",united states,utah,beaver county,980c4749-f444-44fd-98fa-ea89258e4fd8
"littleton, south deer creek canyon road and south murphy gulch road",united states,colorado,jefferson county,ee2bea61-8ea2-4f97-b77a-2e7b90afd2e6
1 mi s of head of soquel creek,united states,california,santa cruz county,1e74732f-6441-42ee-a3c3-1bf4069a510a
tucson,united states,arizona,pima,00010397-22e8-4386-80da-1b4fca762702
"monitor mts., near potts",united states,nevada,nye county,6f7790b3-58ad-41e2-87f2-545d95ef8161
sebastian,united states,florida,brevard,7d3844f6-4020-453b-b6de-d9f1f5dc9c39
6 mi ne badger,united states,california,tulare county,f29a9973-212a-4c9f-aa05-32a0e08ecd9b
"big creek, graham mts.",united states,arizona,graham county,fdd1ff29-0def-4d28-ae40-b29092a11e94
"whitesands test facility/ san andres national wildlife refuge boundary, 6 mi e+9.5 mi n of organ goat mountain",united states,new mexico,dona ana county,922f02a7-dddf-4dab-a6ca-37b75c3c7d10
trail's end road,united states,arizona,pima,029115ab-2783-471a-ba77-77563d2cd0db
finca guachipilin,guatemala,escuintla,,ebb9e99f-da60-45e6-af32-e491ab1130a2
sombrero peak mountain,united states,texas,brewster,1ca6c444-5eee-4a54-9ef0-6e0e5e55d5f4
"2 mi e colt flat, coyote creek",united states,california,santa clara county,3eb9b98b-8a3d-4433-b88b-2544f3135b09
"big creek, graham mts.",united states,arizona,graham county,18e2946c-af69-40bc-8b99-5025e8035c22
park valley,united states,utah,box elder county,e6651117-6a27-4014-9e8a-2b299ccf3b3c
parowan-paragonah area,united states,utah,iron county,0478012d-413a-4393-9327-f8dcae2bfad1
fiddler's canyon,united states,utah,iron county,f6af381e-1271-4dc2-b3ff-1146f80b0916
nelson,canada,british columbia,kootenay boundary,a256f58e-329f-46e9-ba89-7d88b2d9f53f
4 mi n blacksmith flat,united states,california,placer county,87468a70-f9f6-4a3a-99e0-a96a6158986c
"near pozo de san emeterio, 8.5 mi n quitovac",mexico,sonora,,651f3d98-a4b7-48d3-8091-9ee2b064d77d
ca. 2 mi s lumberyard ranger station,united states,california,amador county,8f082728-0ce0-4654-95eb-a8b83a9935e7
"pine valley, headwaters carmel river",united states,california,monterey county,a67a9a00-81ce-475c-a1a2-d6bca6e3bc70
no specific locality recorded,united states,california,el dorado county,c2005329-44a4-4b63-8934-f183bb848065
teniente ochoa,paraguay,boquerón,,3440902a-590e-4f44-828c-8f357bf31ee4
wynola,united states,california,san diego county,619bdcfa-f263-4951-a368-f6b6094e347b
squaw creek,united states,california,shasta county,2da8aa23-5949-4918-a602-9860d522ea1a
avintaguin,united states,utah,carbon,cb82d385-18ee-48f7-9e70-5cc23cb39334
rincon mts.,united states,arizona,pima,702ebaca-0cd7-47b0-9410-9b40f9649d47
no specific locality recorded,united states,california,shasta county,066f4c49-363e-4142-8278-60faa980482a
"five mile canyon, ca. 20 mi w paradise, chiricahua mts.",united states,arizona,cochise county,161f8ef6-19f4-42c4-b569-b20dea0d23f3
helena,united states,california,trinity county,8e5fee47-9a8d-4365-b55a-a5b1ee7af522
park valley,united states,utah,box elder county,ab39d9e2-16ce-4756-8394-2d78d38b7819
"10 mi s, 10 mi e sunnyside",united states,utah,emery county,df8d2efc-ca6f-42c1-bfae-056157ad305a
"lost creek, west of circleville",united states,utah,garfield county,6734e87b-9620-4cac-aee0-bc7d6d31a540
santiam river above cascadia,united states,oregon,linn county,73d5906e-d470-4333-918d-90a8e46d6628
stone corral,united states,california,ventura,1bbeb428-6dea-430b-b807-37a127c53e51
"cottonwood, whitmore rd.",united states,california,shasta county,8b9ef99d-050e-44cf-a97f-de289e59e63b
cool,united states,california,el dorado county,b348de0b-c32d-4421-b9e1-bc1923541e31
devona,canada,alberta,census division 15,d9a15275-800d-4c66-913a-b639bfa95f16
"""1.5 mi nw  cyclone hill, graham mountains""",united states,arizona,graham county,0348f8cb-5102-4d28-a810-0404c422bd5d
"9524 lilla lane, palo cedro",united states,california,shasta county,72a650c0-b2f7-4754-bf6c-d676ff4ea7d5
"""la boyanco,"" 10 km s angol",chile,la araucanía,malleco,185e9e25-88d4-4bf0-8170-17912160062a
s end snake range,united states,nevada,white pine county,932a2fd6-ea4e-4b4e-aca8-a7c4f4f7df63
douglas point,united states,nevada,nye county,2d27380c-b5b6-4a47-bb29-d1872ba334ea
6 mi e sly park,united states,california,el dorado county,0f1300dd-b451-4274-8ce8-0456aa7dd705
kleena kleene river,canada,british columbia,,12da9590-642f-43ae-97ea-66c5d3a423de
santa barbara,united states,california,santa barbara,317ea778-bb1b-48ed-af05-3e5956ee5f88
"centralamerika, dã¶d i gã¶teborg",,,,5595f010-4a84-40cc-a86d-5b172c8c1362
red feather lake,united states,colorado,larimer county,fda1e376-4bbd-4114-86c6-7924acb7140c
"20 mi n picacho, colorado river",united states,california,imperial county,b4cf2e31-f3b7-439d-a75b-5e4ebb0e1d19
park valley,united states,utah,box elder county,c9cc8e0e-dbfd-4967-b8da-a4a18432f447
white river,united states,utah,uintah county,3cc167ad-0a8d-4687-b4d6-d2259d0df89c
cedar city,united states,utah,iron county,f2cb9855-1900-4578-8a92-f333c91202a5
sappho,united states,washington,clallam,12459d9b-4215-49eb-b61c-2e4d51910e9b
fiddler's canyon,united states,utah,iron county,e29adaeb-743d-448e-9cb5-d293b69887ad
,colombia,meta,villavicencio,628d2a25-0086-4e8c-bf1a-6a8df84d8222
mccloud station,united states,california,shasta county,80c28f48-44f0-4e46-bc9a-32d26c9c6180
"pine valley, headwaters carmel river",united states,california,monterey county,2b5f127d-d689-4a4c-bf02-fac503f6d474
crockers,united states,california,tuolumne county,387dc1cf-cb9c-4589-a1d4-5c6193c6f90d
west of circleville,united states,utah,piute county,f3007f51-f400-4fac-ad66-5eea8958f97d
"eagle mts., 35 mi w van horn",united states,texas,hudspeth county,1bfe0a50-b610-480b-9a94-bd3294ff3994
"littleton, south deer creek canyon road and south murphy gulch road",united states,colorado,jefferson county,a3f74eb1-5d8b-42d4-9e74-90516e69bec1
sandy,united states,utah,garfield county,7975f25d-579a-4e0a-aada-b777fd5a9028
"wade canyon, west of circleville",united states,utah,piute county,9cc2961b-f9f3-40fb-994b-1a590def21bd
manti national forest,united states,utah,emery county,1bbe76c2-df4e-413b-865e-90d86cd3e3a1
km 589; copagro,paraguay,boquerón,,6b43ede2-a91f-4262-84ea-0f3c615c18dd
fiddler's canyon,united states,utah,iron county,400645c4-323a-4aec-b5ef-895060e8ad37
ne of panguitch,united states,utah,garfield county,0c65000d-cb83-4788-a753-ae6812407828
red feather lake,united states,colorado,larimer county,85461fc7-3c7c-4ee5-b4ab-246aac21ab23
between patagonia and sonoita,united states,arizona,santa cruz,171fc574-a215-4c7d-897c-423aca575ab7
"saguaro national park east, manning camp trail, 0.4 mi. west grass shack, t14s, r17e, sect. 27, 5440 ft. elev., gps  12s 0537877/3561026",united states,arizona,pima,c4252cae-a92d-4401-981a-874c6e0275ee
15 mi sw of orange walk,belize,,,8b8a6649-0861-4dec-b617-94141d78e4ec
wheeler range,united states,nevada,white pine county,35f9e3b2-3ca8-4878-85ce-0950c9738353
descalvados,brazil,mato grosso,caceres,3ba3aeba-3f20-4172-9a04-88cd4429766e
"2 mi e colt flat, coyote creek",united states,california,santa clara county,0d6a6366-9f89-4fa9-acc8-e1547369ab9c
"squaw valley creek, 4 mi w mccloud clubhousse",united states,california,shasta county,68f11280-0380-4b1e-81a5-296c900a8c05
kleena kleene river,canada,british columbia,,6aca8e62-2817-48c2-854c-31d67cb85566
16 mi se mt. hamilton,united states,california,santa clara county,72e163f5-6e2e-4d98-8cab-f33b0e9198cd
"mulholland, .25 mi w, near junction of mulholland & encinol",united states,california,los angeles,d5240f31-4d4b-437c-9713-6a6c34d6505a
graham mts,united states,arizona,,4181ab0b-2d18-424a-a1ba-258eb4705294
"feser cold springs, hwy 33",united states,california,ventura,87d2e34c-564f-42dd-93b5-2a0a25cf0ffa
cheyene,united states,wyoming,laramie,ec7e440d-8d91-482a-81b1-35a1d1c8eb07
no specific locality recorded,united states,california,trinity county,a5dde05a-25d6-41ef-9d4b-5f7b188aa488
cedar city,united states,utah,iron county,b0a5ac44-f2c1-4bf8-9c6c-42e2df04dc2c
cedar city,united states,utah,iron county,8d88aca7-6744-4d1f-880e-7ff2add5115c
fish creek cove,united states,utah,wayne county,a854f089-d3c2-4224-9150-6ca61e59542d
"lunt ranch, stockton pass, mt. graham",united states,arizona,graham,6175b0a9-6675-4e35-84c9-337f25a82280
"witch creek, ratliff ranch, chiricahua mts.",united states,arizona,cochise county,872d62ef-f786-449c-b608-196a55a5767d
"12400 arrow way, whitmore",united states,california,shasta county,45e32c30-7c36-4ffe-91ef-d5c8b519a2b4
"1 mi. e of headquarters of red rock state wildlife experimental area, along gila river",united states,new mexico,grant county,6eb5b0eb-77d9-4f93-b5d9-aa5f71520afc
wynola,united states,california,san diego county,4aa045b5-1baf-4784-9eb1-ad7431225e52
"rice and connor's creek, head of big river",united states,california,mendocino county,264ae742-0c3e-4bb7-a5da-8d36a02bf305
yosemite national park,united states,california,tuolumne county,11df8b1c-fb93-45d6-9965-101ac9bf786d
wheeler range,united states,nevada,white pine county,0918a9f0-3475-4197-b89a-113b0fc96aa6
,,,,59be42d2-d802-49f9-91eb-aed9308061d1
hastings natural history reservation,united states,california,monterey county,c1c174e9-9186-4fdf-8330-cd81ef553f45
"20 mi n picacho, colorado river",united states,arizona,yuma county,047f73fd-23c1-4a15-843f-1f527ddb0a66
no specific locality recorded,united states,california,amador county,8c0bd9ce-409d-4279-8545-06a5a4354467
"1 mi s folsom ranger station, 3 mi n blue mt.",united states,california,calaveras county,8db7c7e0-7de3-4556-83be-b85172ee1e27
"cove mountain, 8 mi nw richfield",united states,utah,sevier county,57ccef38-1426-4c12-b781-43a741d7bc88
ashford,united states,washington,pierce,3332e492-1668-48ab-9630-f0c2e3fe0495
fish creek,united states,utah,millard county,bf8ca92c-fbb8-476b-91d4-8548d3796fcb
no specific locality recorded,united states,utah,carbon county,c904ad8f-5167-48f4-8eac-0c0c15293ee7
no specific locality recorded,united states,utah,carbon county,b883b44c-aa7f-47bf-a42a-c810f6d298ea
"lost creek, west of circleville",united states,utah,garfield county,c41684fc-29de-4bed-a6b5-a505d5b883b0
tucson city limits,united states,arizona,pima,7ff1a1fd-a2be-42ad-aa23-6040a7757c5f
gibralter road,united states,california,santa barbara,6a2df2a0-48aa-43af-aa05-40b8164b5f3a
"lumbercamp sw of 8 mi sw piedra blanca, sierra del carmen",mexico,coahuila,,a826366b-1c4e-43c7-aaf8-6ae314db5cfb
"marin country club, bear valley near olema",united states,california,marin county,971f4913-3fe6-47b5-97e2-e120a6e4c332
red feather lake,united states,colorado,larimer county,98175e37-daae-4619-875c-90384a4cf6f5
"umarituba, negro river, caiary - vaupes, tatu",brazil,amazonas,sao gabriel do cachoeira,d9de8eba-312a-4317-af13-80eb5d98cced
